Time,Right sensor values,Left sensor values,R1,R2,R3,R4,R5,R6,R7,R8,L1,L2,L3,L4,L5,L6,L7,L8,Grip Position,Robot State,Robot joint positions,Total product count,Total good product count,Bad product count,Gripper use number,Screw Tool use number 
2022-03-03 18:44:15.340529,0.35254901960784313,0.12509803921568627,9,9,8,8,16,0,6,6,5,6,3,2,2,2,1,1,0,0,"[48.81493, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,0,0
2022-03-03 18:44:15.395338,0.36960784313725487,0.12509803921568627,9,9,8,8,9,9,6,7,5,6,3,2,2,2,1,1,220,gripper set,"[48.81493, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,0,0
2022-03-03 18:44:15.416168,1.796862745098039,0.13647058823529412,9,9,8,8,9,9,6,7,4,5,2,1,3,3,2,2,220,gripper set,"[48.81529, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,0,0
2022-03-03 18:44:15.440416,0.36960784313725487,0.12509803921568627,9,9,4,8,144,0,6,6,4,5,2,1,3,3,2,2,220,gripper set,"[48.81529, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,0,0
2022-03-03 18:44:15.462525,0.34117647058823525,0.22745098039215683,9,9,4,8,9,9,6,6,5,6,5,5,3,3,6,7,220,gripper set,"[48.81529, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,0,0
2022-03-03 18:44:15.481476,0.15352941176470586,0.22745098039215683,9,8,3,3,9,9,2,2,5,6,5,5,3,3,6,7,220,gripper set,"[48.81493, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,0,0
2022-03-03 18:44:15.506847,0.25588235294117645,0.22745098039215683,9,8,4,4,16,253,0,1,5,6,5,5,3,3,6,7,220,gripper set,"[48.81493, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,0,0
2022-03-03 18:44:15.531991,0.25019607843137254,0.22745098039215683,9,8,4,4,9,9,0,1,5,6,5,5,3,3,6,7,220,gripper set,"[48.81493, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,0,0
2022-03-03 18:44:15.555619,1.796862745098039,0.22745098039215683,9,9,8,8,9,9,6,7,5,6,5,5,3,3,6,7,220,gripper set,"[48.81493, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,0,0
2022-03-03 18:44:15.580399,0.36960784313725487,0.22745098039215683,9,9,8,8,144,77,6,7,5,6,5,5,3,3,6,7,220,gripper set,"[48.81529, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,0,0
2022-03-03 18:44:15.602693,0.36960784313725487,0.22745098039215683,9,9,8,8,9,9,6,7,5,6,5,5,3,3,6,7,220,base point,"[48.81529, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,1,0
2022-03-03 18:44:15.631574,1.796862745098039,0.22745098039215683,9,9,8,8,9,9,6,7,5,6,5,5,3,3,6,7,220,base point,"[48.81493, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,1,0
2022-03-03 18:44:15.654983,0.36960784313725487,0.22745098039215683,3,2,2,8,9,9,1,7,0,0,0,1,0,0,0,2,220,base point,"[48.81493, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,1,0
2022-03-03 18:44:15.676167,0.1080392156862745,0.017058823529411765,3,2,2,3,3,3,1,2,0,0,0,1,0,0,0,2,220,base point,"[48.81493, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,1,0
2022-03-03 18:44:15.702041,0.1080392156862745,0.005686274509803921,4,1,0,0,0,253,0,0,0,0,0,0,0,0,0,1,220,base point,"[48.81493, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,1,0
2022-03-03 18:44:15.724593,0.07392156862745097,0.005686274509803921,4,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,220,base point,"[48.81493, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,1,0
2022-03-03 18:44:15.750200,0.09666666666666666,0.0,4,1,1,3,4,4,0,0,0,0,0,0,0,0,0,0,220,base point,"[48.81529, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,1,0
2022-03-03 18:44:15.771664,0.09666666666666666,0.017058823529411765,4,1,0,3,16,253,0,2,1,0,0,0,0,0,0,2,220,base point,"[48.81529, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,1,0
2022-03-03 18:44:15.792152,0.10235294117647058,0.017058823529411765,4,1,0,3,4,4,0,2,0,0,0,1,0,0,0,2,220,base point,"[48.81493, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,1,0
2022-03-03 18:44:15.820450,1.6035294117647059,0.017058823529411765,4,1,2,4,4,4,0,2,0,0,0,1,0,0,0,2,220,base point,"[48.81529, -9.119407, 78.00558, 20.83278, 89.80111, -221.2794]",2,0,253,1,0
2022-03-03 18:44:15.847341,1.0007843137254901,0.017058823529411765,4,1,1,3,4,4,0,2,0,0,0,1,0,0,0,2,220,base point,"[48.81493, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,1,0
2022-03-03 18:44:15.873659,0.1080392156862745,0.017058823529411765,4,1,1,4,4,4,0,2,0,0,0,1,0,0,0,2,220,base point,"[48.81493, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,1,0
2022-03-03 18:44:15.894208,0.09666666666666666,0.017058823529411765,3,1,1,4,3,3,0,2,0,0,0,1,0,0,0,2,220,base point,"[48.81493, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,1,0
2022-03-03 18:44:15.919530,0.5003921568627451,0.017058823529411765,3,1,1,4,3,3,0,2,0,0,0,1,0,0,0,2,220,base point,"[48.81493, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,1,0
2022-03-03 18:44:15.939663,0.09666666666666666,0.017058823529411765,3,1,1,4,3,3,0,2,0,0,0,1,0,0,0,2,220,base point,"[48.81493, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,1,0
2022-03-03 18:44:15.959845,0.06254901960784313,0.017058823529411765,3,1,1,4,3,3,0,2,0,0,0,1,0,0,0,2,220,base point,"[48.81493, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,1,0
2022-03-03 18:44:15.974054,0.09666666666666666,0.017058823529411765,3,1,1,3,0,0,0,2,0,0,0,1,0,0,0,2,220,base point,"[48.81493, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,1,0
2022-03-03 18:44:16.002888,0.09098039215686274,0.017058823529411765,3,1,1,3,3,3,0,2,0,0,0,1,0,0,0,2,220,base point,"[48.81493, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,1,0
2022-03-03 18:44:16.026560,0.9950980392156862,0.017058823529411765,3,1,1,3,3,3,0,2,0,0,0,0,0,0,0,2,220,base point,"[48.81493, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,1,0
2022-03-03 18:44:16.052181,0.09098039215686274,0.011372549019607842,3,0,2,4,144,0,0,2,0,0,0,0,0,0,0,2,220,base point,"[48.81493, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,1,0
2022-03-03 18:44:16.076926,0.09666666666666666,0.017058823529411765,3,0,2,4,3,3,0,2,0,0,0,1,0,0,0,2,220,base point,"[48.81493, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,1,0
2022-03-03 18:44:16.103456,0.06254901960784313,0.017058823529411765,3,0,2,4,3,3,0,2,0,0,0,1,0,0,0,2,220,base point,"[48.81493, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,1,0
2022-03-03 18:44:16.129630,0.09666666666666666,0.017058823529411765,3,0,1,4,16,253,0,2,0,0,0,1,0,0,0,2,0,base point,"[48.81493, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,1,0
2022-03-03 18:44:16.149039,0.09098039215686274,0.017058823529411765,3,0,1,4,3,3,0,2,0,0,0,1,0,0,0,2,0,base point,"[48.81493, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,1,0
2022-03-03 18:44:16.172678,0.49470588235294116,0.011372549019607842,3,0,1,4,3,3,0,2,0,0,0,0,0,0,0,2,0,base point,"[48.81493, -9.119407, 78.00594, 20.83278, 89.80111, -221.28]",2,0,253,1,0
2022-03-03 18:44:16.196946,0.09098039215686274,0.011372549019607842,3,0,1,4,0,0,0,2,0,0,0,0,0,0,0,2,0,base point,"[48.81493, -9.119407, 78.00594, 20.83278, 89.80111, -221.28]",2,0,253,1,0
2022-03-03 18:44:16.222189,0.09098039215686274,0.017058823529411765,3,0,1,4,3,3,0,2,0,0,0,1,0,0,0,2,200,base point,"[48.81493, -9.119407, 78.00558, 20.83278, 89.80111, -221.28]",2,0,253,1,0
2022-03-03 18:44:16.247275,0.05117647058823529,0.017058823529411765,3,0,1,4,3,3,0,1,0,0,0,1,0,0,0,2,200,base point,"[48.81493, -9.119407, 78.00594, 20.83278, 89.80111, -221.28]",2,0,253,1,0
2022-03-03 18:44:16.273198,0.08529411764705881,0.011372549019607842,3,0,1,4,0,0,0,2,0,0,0,0,0,0,0,2,200,base point,"[48.81493, -9.119762, 78.00808, 20.83222, 89.80111, -221.28]",2,0,253,1,0
2022-03-03 18:44:16.300168,0.09098039215686274,0.011372549019607842,3,0,1,4,0,77,0,1,0,0,0,0,0,0,0,2,200,base point,"[48.81493, -9.131168, 78.07082, 20.79222, 89.80111, -221.28]",2,0,253,1,0
2022-03-03 18:44:16.327591,0.08529411764705881,0.011372549019607842,3,0,1,4,3,3,0,1,0,0,0,0,0,0,0,2,200,base point,"[48.81493, -9.147922, 78.14423, 20.75, 89.80111, -221.28]",2,0,253,1,0
2022-03-03 18:44:16.353986,1.4898039215686274,0.005686274509803921,3,0,0,4,3,3,0,2,0,0,0,0,0,0,0,1,200,base point,"[48.81529, -9.193901, 78.34776, 20.61111, 89.80111, -221.2805]",2,0,253,1,0
2022-03-03 18:44:16.381144,0.08529411764705881,0.011372549019607842,3,0,1,4,128,253,0,2,0,0,0,0,0,0,0,2,200,base point,"[48.81493, -9.316871, 78.82289, 20.26555, 89.80111, -221.2817]",2,0,253,1,0
2022-03-03 18:44:16.401643,0.09098039215686274,0.011372549019607842,3,0,1,4,3,3,0,2,0,0,0,0,0,0,0,2,200,base point,"[48.81493, -9.40206, 79.17505, 19.99667, 89.80167, -221.2833]",2,0,253,1,0
2022-03-03 18:44:16.432294,0.49470588235294116,0.011372549019607842,3,0,1,4,3,3,0,2,0,0,0,0,0,0,0,2,200,base point,"[48.81493, -9.566377, 79.82911, 19.47889, 89.80222, -221.2856]",2,0,253,1,0
2022-03-03 18:44:16.461653,1.4898039215686274,0.011372549019607842,3,0,0,4,3,3,0,2,0,0,0,0,0,0,0,2,200,base point,"[48.81422, -9.877189, 81.0909, 18.49389, 89.80334, -221.2894]",2,0,253,1,0
2022-03-03 18:44:16.490715,0.08529411764705881,0.011372549019607842,3,0,0,4,0,253,0,2,0,0,0,0,0,0,0,2,200,base point,"[48.81386, -10.17517, 82.34768, 17.51389, 89.805, -221.2939]",2,0,253,1,0
2022-03-03 18:44:16.516713,0.08529411764705881,0.011372549019607842,3,0,0,4,3,3,0,2,0,0,0,0,0,0,0,1,200,base point,"[48.81315, -10.53232, 83.96697, 16.24611, 89.80722, -221.3]",2,0,253,1,0
2022-03-03 18:44:16.542658,1.4784313725490195,0.005686274509803921,2,0,0,4,2,2,0,1,0,0,0,0,0,0,0,1,200,base point,"[48.81172, -10.91085, 85.80332, 14.78556, 89.81, -221.3067]",2,0,253,1,0
2022-03-03 18:44:16.567475,0.06254901960784313,0.005686274509803921,3,0,0,4,0,253,0,2,0,0,0,0,0,0,0,1,200,base point,"[48.80959, -11.16463, 87.13889, 13.71444, 89.81111, -221.3117]",2,0,253,1,0
2022-03-03 18:44:16.596205,0.08529411764705881,0.005686274509803921,3,0,0,4,3,3,0,2,0,0,0,0,0,0,0,1,200,base point,"[48.80816, -11.67505, 90.11798, 11.28056, 89.81611, -221.3217]",2,0,253,1,0
2022-03-03 18:44:16.624347,0.08529411764705881,0.005686274509803921,3,0,0,4,3,3,0,2,0,0,0,0,0,0,0,1,200,base point,"[48.80709, -12.02471, 92.51751, 9.252223, 89.81944, -221.3294]",2,0,253,1,0
2022-03-03 18:44:16.652414,1.4841176470588233,0.005686274509803921,3,0,0,4,3,3,0,1,0,0,0,0,0,0,0,1,200,base point,"[48.80531, -12.38186, 95.62598, 6.526111, 89.82445, -221.3383]",2,0,253,1,0
2022-03-03 18:44:16.682334,0.0796078431372549,0.005686274509803921,3,0,0,4,0,253,0,2,0,0,0,0,0,0,0,1,200,base point,"[48.80424, -12.56471, 97.84871, 4.501667, 89.82778, -221.3444]",2,0,253,1,0
2022-03-03 18:44:16.707391,0.08529411764705881,0.005686274509803921,3,0,0,4,0,253,0,2,0,0,0,0,0,0,0,1,200,base point,"[48.80352, -12.64384, 99.2356, 3.206667, 89.83111, -221.3478]",2,0,253,1,0
2022-03-03 18:44:16.737601,0.06823529411764706,0.005686274509803921,2,0,0,4,2,2,0,2,0,0,0,0,0,0,0,1,200,base point,"[48.8021, -12.72511, 101.8565, 0.6783333, 89.83611, -221.3556]",2,0,253,1,0
2022-03-03 18:44:16.760615,1.4784313725490195,0.005686274509803921,3,0,0,3,3,253,0,1,0,0,0,0,0,0,0,1,200,base point,"[48.80174, -12.72154, 103.6091, -1.081667, 89.84, -221.3605]",2,0,253,1,0
2022-03-03 18:44:16.790025,0.07392156862745097,0.005686274509803921,3,0,0,4,0,253,0,1,0,0,0,0,0,0,0,1,200,base point,"[48.80032, -12.65632, 105.4718, -3.013333, 89.845, -221.3661]",2,0,253,1,0
2022-03-03 18:44:16.816907,0.0796078431372549,0.005686274509803921,3,0,0,4,3,3,0,1,0,0,0,0,0,0,0,1,200,base point,"[48.80032, -12.60962, 106.1972, -3.799444, 89.84666, -221.3694]",2,0,253,1,0
2022-03-03 18:44:16.839140,0.13078431372549018,0.005686274509803921,3,0,0,3,3,3,0,1,0,0,0,0,0,0,0,1,200,base point,0,2,0,253,1,0
2022-03-03 18:44:16.868633,0.07392156862745097,0.005686274509803921,3,0,0,4,0,253,0,1,0,0,0,0,0,0,0,1,200,base point,"[48.7996, -12.46562, 107.8278, -5.601111, 89.85111, -221.3778]",2,0,253,1,0
2022-03-03 18:44:16.897609,0.0796078431372549,0.005686274509803921,2,0,0,3,16,253,0,2,0,0,0,0,0,0,0,1,200,base point,"[48.79925, -12.40503, 108.3333, -6.188889, 89.85278, -221.38]",2,0,253,1,0
2022-03-03 18:44:16.928756,0.06254901960784313,0.005686274509803921,2,0,0,3,2,2,0,2,0,0,0,0,0,0,0,1,200,base point,"[48.79889, -12.35869, 108.6901, -6.603889, 89.85333, -221.3811]",2,0,253,1,0
2022-03-03 18:44:16.950015,1.4841176470588233,0.005686274509803921,3,0,0,4,3,3,0,1,0,0,0,0,0,0,0,1,200,base point,"[48.79889, -12.31806, 108.983, -6.957222, 89.85389, -221.3822]",2,0,253,1,0
2022-03-03 18:44:16.982210,0.07392156862745097,0.005686274509803921,3,0,0,3,16,253,0,2,0,0,0,0,0,0,0,1,200,base point,"[48.79853, -12.30451, 109.0985, -7.095556, 89.85389, -221.3833]",2,0,253,1,0
2022-03-03 18:44:17.009405,0.0796078431372549,0.005686274509803921,3,0,0,3,3,3,0,2,0,0,0,0,0,0,0,1,200,base point,"[48.79818, -12.29525, 109.1741, -7.170556, 89.85445, -221.3828]",2,0,253,1,0
2022-03-03 18:44:17.036483,0.07392156862745097,0.005686274509803921,3,0,0,3,3,3,0,1,0,0,0,0,0,0,0,1,200,base point,"[48.79818, -12.29168, 109.183, -7.186666, 89.85445, -221.3828]",2,0,253,1,0
2022-03-03 18:44:17.063601,1.4727450980392156,0.005686274509803921,2,0,0,3,2,2,0,1,0,0,0,0,0,0,0,1,200,base point,"[48.79818, -12.28848, 109.1841, -7.192222, 89.85445, -221.3828]",2,0,253,1,0
2022-03-03 18:44:17.089514,1.5694117647058823,0.005686274509803921,2,0,0,3,16,253,0,2,0,0,0,0,0,0,0,1,200,base point,"[48.79818, -12.28812, 109.1869, -7.19, 89.85389, -221.3828]",2,0,253,1,0
2022-03-03 18:44:17.115123,0.06254901960784313,0.005686274509803921,2,0,0,3,2,2,0,2,0,0,0,0,0,0,0,1,200,base point,"[48.79818, -12.28741, 109.188, -7.188889, 89.85389, -221.3828]",2,0,253,1,0
2022-03-03 18:44:17.137475,1.5637254901960782,0.005686274509803921,2,0,0,3,2,2,0,1,0,0,0,0,0,0,0,1,200,base point,"[48.79818, -12.28741, 109.1891, -7.187778, 89.85445, -221.3828]",2,0,253,1,0
2022-03-03 18:44:17.156991,0.05686274509803921,0.005686274509803921,2,0,0,3,16,253,0,2,0,0,0,0,0,0,0,1,200,base point,"[48.79818, -12.28741, 109.1901, -7.187222, 89.85389, -221.3828]",2,0,253,1,0
2022-03-03 18:44:17.180837,0.06254901960784313,0.005686274509803921,2,0,0,3,2,2,0,2,0,0,0,0,0,0,0,1,200,base point,"[48.79818, -12.28741, 109.1912, -7.186666, 89.85389, -221.3828]",2,0,253,1,0
2022-03-03 18:44:17.207015,1.5750980392156861,0.005686274509803921,3,0,0,3,3,3,0,2,0,0,0,0,0,0,0,1,200,base point,"[48.79818, -12.28741, 109.1916, -7.186666, 89.85389, -221.3828]",2,0,253,1,0
2022-03-03 18:44:17.232856,0.0796078431372549,0.005686274509803921,2,0,0,3,16,77,0,2,0,0,0,0,0,0,0,1,200,base point,"[48.79818, -12.28741, 109.1926, -7.186666, 89.85389, -221.3828]",2,0,253,1,0
2022-03-03 18:44:17.251249,0.06254901960784313,0.005686274509803921,2,0,0,3,2,2,0,2,0,0,0,0,0,0,0,1,200,base point,"[48.79818, -12.28741, 109.1934, -7.186666, 89.85389, -221.3828]",2,0,253,1,0
2022-03-03 18:44:17.270664,0.8699999999999999,0.005686274509803921,2,0,0,3,144,0,0,1,0,0,0,0,0,0,0,1,200,base point,"[48.79818, -12.28741, 109.1934, -7.186666, 89.85389, -221.3828]",2,0,253,1,0
2022-03-03 18:44:17.291076,0.05686274509803921,0.005686274509803921,2,0,0,3,2,2,0,1,0,0,0,0,0,0,0,1,200,base point,"[48.79818, -12.28741, 109.1937, -7.186666, 89.85389, -221.3828]",2,0,253,1,0
2022-03-03 18:44:17.319473,0.06254901960784313,0.005686274509803921,2,0,0,3,2,2,0,2,0,0,0,0,0,0,0,1,200,base point,"[48.79818, -12.28741, 109.1937, -7.186666, 89.85389, -221.3828]",2,0,253,1,0
2022-03-03 18:44:17.346427,0.11941176470588234,0.005686274509803921,2,0,0,2,2,2,0,1,0,0,0,0,0,0,0,1,200,base point,"[48.79818, -12.28741, 109.1937, -7.186666, 89.85389, -221.3828]",2,0,253,1,0
2022-03-03 18:44:17.373077,0.05117647058823529,0.005686274509803921,2,0,0,3,16,253,0,2,0,0,0,0,0,0,0,1,200,base point,"[48.79818, -12.28741, 109.1937, -7.186666, 89.85389, -221.3828]",2,0,253,1,0
2022-03-03 18:44:17.399178,0.06254901960784313,0.27294117647058824,2,0,0,3,2,2,0,2,21,6,0,0,16,4,0,1,200,base point,"[48.79818, -12.28741, 109.1937, -7.186666, 89.85389, -221.3828]",2,0,253,1,0
2022-03-03 18:44:17.417023,1.4727450980392156,0.27294117647058824,2,0,0,3,0,253,0,1,21,6,0,0,16,4,0,1,200,base point,"[48.79818, -12.28741, 109.1941, -7.186111, 89.85389, -221.3828]",2,0,253,1,0
2022-03-03 18:44:17.436429,0.05686274509803921,2.075490196078431,2,0,0,3,2,2,0,1,141,50,0,0,129,44,0,1,200,base point,"[48.79818, -12.28741, 109.1941, -7.186111, 89.85389, -221.3828]",2,0,253,1,0
2022-03-03 18:44:17.457583,1.6945098039215685,2.075490196078431,30,11,0,3,30,30,0,1,255,141,0,0,129,44,0,1,200,base point,"[48.79818, -12.28741, 109.1941, -7.185555, 89.85389, -221.3828]",2,0,253,1,0
2022-03-03 18:44:17.477515,0.5970588235294118,4.45235294117647,218,112,0,3,255,0,0,0,255,141,0,0,252,134,0,1,200,base point,"[48.79782, -12.28741, 109.1944, -7.184444, 89.85333, -221.3828]",2,0,253,1,0
2022-03-03 18:44:17.505799,4.372745098039215,4.986862745098039,218,112,0,3,218,218,0,0,255,184,0,0,255,182,0,1,200,base point,"[48.78606, -12.28883, 109.1994, -7.151111, 89.83111, -221.3833]",2,0,253,1,0
2022-03-03 18:44:17.531328,5.419019607843137,5.055098039215686,255,184,0,3,255,255,0,1,255,191,0,0,255,187,0,1,200,base point,"[48.78036, -12.29489, 109.2012, -7.148334, 89.83, -221.3856]",2,0,253,1,0
2022-03-03 18:44:17.554337,3.951960784313725,5.055098039215686,255,184,0,3,255,255,0,0,255,191,0,0,255,187,0,1,200,base point,"[48.78357, -12.29489, 109.1991, -7.148334, 89.82944, -221.3856]",2,0,253,1,0
2022-03-03 18:44:17.586379,5.413333333333333,5.055098039215686,255,184,0,3,0,253,0,0,255,191,0,0,255,187,0,1,200,base point,"[48.78677, -12.29418, 109.1969, -7.151667, 89.83111, -221.3856]",2,0,253,1,0
2022-03-03 18:44:17.611058,5.413333333333333,5.055098039215686,255,184,0,3,255,255,0,0,255,191,0,0,255,187,0,1,200,base point,"[48.78927, -12.29347, 109.1962, -7.155, 89.83222, -221.3856]",2,0,253,1,0
2022-03-03 18:44:17.635257,3.951960784313725,5.055098039215686,255,184,0,3,255,255,0,0,255,191,0,0,255,187,0,1,200,base point,"[48.7914, -12.2924, 109.1958, -7.158889, 89.83334, -221.385]",2,0,253,1,0
2022-03-03 18:44:17.657813,5.413333333333333,5.055098039215686,255,184,0,3,255,255,0,0,255,191,0,0,255,187,0,1,200,base point,"[48.79176, -12.29168, 109.1951, -7.161666, 89.83611, -221.385]",2,0,253,1,0
2022-03-03 18:44:17.691496,5.413333333333333,5.055098039215686,255,184,0,3,0,253,0,0,255,191,0,0,255,187,0,1,200,base point,"[48.79426, -12.29026, 109.1951, -7.166111, 89.83778, -221.385]",2,0,253,1,0
2022-03-03 18:44:17.718687,5.413333333333333,5.055098039215686,255,184,0,3,255,255,0,0,255,191,0,0,255,187,0,1,200,base point,0,2,0,253,1,0
2022-03-03 18:44:17.744826,3.951960784313725,5.055098039215686,255,184,0,3,255,255,0,0,255,191,0,0,255,187,0,1,200,base point,"[48.79604, -12.28919, 109.1951, -7.172778, 89.84167, -221.385]",2,0,253,1,0
2022-03-03 18:44:17.772292,3.951960784313725,5.055098039215686,255,184,0,3,0,253,0,0,255,191,0,0,255,187,0,1,200,base point,"[48.79604, -12.28954, 109.1951, -7.175, 89.84389, -221.3844]",2,0,253,1,0
2022-03-03 18:44:17.798789,5.413333333333333,5.055098039215686,255,184,0,3,255,255,0,0,255,191,0,0,255,187,0,1,200,base point,"[48.79675, -12.28919, 109.1951, -7.177222, 89.84556, -221.3844]",2,0,253,1,0
2022-03-03 18:44:17.817685,3.946274509803921,5.055098039215686,255,183,0,3,255,255,0,0,255,191,0,0,255,187,0,1,200,base point,"[48.79711, -12.28919, 109.1951, -7.178333, 89.84611, -221.3844]",2,0,253,1,0
2022-03-03 18:44:17.841789,5.407647058823529,5.055098039215686,255,184,0,3,0,253,0,0,255,191,0,0,255,187,0,1,200,base point,"[48.79675, -12.28919, 109.1951, -7.180556, 89.84778, -221.3844]",2,0,253,1,0
2022-03-03 18:44:17.865609,5.413333333333333,5.055098039215686,255,184,0,3,255,255,0,0,255,191,0,0,255,187,0,1,200,base point,"[48.79711, -12.28883, 109.1951, -7.181666, 89.84834, -221.3839]",2,0,253,1,0
2022-03-03 18:44:17.887882,3.951960784313725,5.055098039215686,255,184,0,3,255,255,0,0,255,191,0,0,255,187,0,1,200,base point,"[48.79711, -12.28883, 109.1951, -7.182778, 89.84889, -221.3839]",2,0,253,1,0
2022-03-03 18:44:17.916999,3.951960784313725,5.055098039215686,255,184,0,3,255,255,0,0,255,191,0,0,255,187,0,1,200,base point,"[48.79711, -12.28883, 109.1951, -7.183333, 89.85056, -221.3839]",2,0,253,1,0
2022-03-03 18:44:17.946437,5.413333333333333,5.06078431372549,255,184,0,3,255,253,0,0,255,191,0,0,255,188,0,1,200,base point,"[48.79747, -12.28883, 109.1951, -7.184444, 89.85056, -221.3839]",2,0,253,1,0
2022-03-03 18:44:17.970325,5.413333333333333,5.06078431372549,255,184,0,3,255,255,0,0,255,192,0,0,255,187,0,1,200,base point,"[48.79711, -12.28883, 109.1951, -7.185, 89.85166, -221.3833]",2,0,253,1,0
2022-03-03 18:44:17.997708,3.951960784313725,5.06078431372549,255,184,0,3,255,255,0,0,255,192,0,0,255,187,0,1,200,base point,"[48.79711, -12.28883, 109.1951, -7.185555, 89.85166, -221.3833]",2,0,253,1,0
2022-03-03 18:44:18.018821,5.413333333333333,5.055098039215686,255,184,0,3,0,253,0,0,255,191,0,0,255,187,0,1,200,base point,0,2,0,253,1,0
2022-03-03 18:44:18.043848,5.413333333333333,5.055098039215686,255,184,0,3,255,255,0,0,255,191,0,0,255,187,0,1,200,base point,"[48.79711, -12.28883, 109.1951, -7.186111, 89.85278, -221.3833]",2,0,253,1,0
2022-03-03 18:44:18.064848,3.951960784313725,5.055098039215686,255,184,0,3,0,253,0,0,255,191,0,0,255,187,0,1,200,base point,"[48.79711, -12.28883, 109.1951, -7.186111, 89.85278, -221.3833]",2,0,253,1,0
2022-03-03 18:44:18.092188,5.413333333333333,5.06078431372549,255,184,0,3,0,253,0,0,255,191,0,0,255,188,0,1,200,base point,"[48.79711, -12.28848, 109.1951, -7.186666, 89.85333, -221.3833]",2,0,253,1,0
2022-03-03 18:44:18.116914,5.413333333333333,5.06078431372549,255,184,0,3,255,255,0,0,255,192,0,0,255,187,0,1,200,base point,"[48.79747, -12.28848, 109.1951, -7.186111, 89.85333, -221.3833]",2,0,253,1,0
2022-03-03 18:44:18.142695,3.951960784313725,5.06078431372549,255,184,0,3,255,255,0,0,255,191,0,0,255,187,0,1,200,base point,"[48.79747, -12.28848, 109.1951, -7.186666, 89.85333, -221.3833]",2,0,253,1,0
2022-03-03 18:44:18.167491,5.413333333333333,5.055098039215686,255,184,0,3,0,253,0,0,255,191,0,0,255,187,0,1,200,base point,"[48.79747, -12.28848, 109.1951, -7.186666, 89.85333, -221.3833]",2,0,253,1,0
2022-03-03 18:44:18.195308,5.413333333333333,5.066470588235294,255,184,0,3,255,255,0,0,255,192,0,0,255,188,0,1,200,base point,"[48.79747, -12.28848, 109.1951, -7.186666, 89.85333, -221.3833]",2,0,253,1,0
2022-03-03 18:44:18.217729,5.413333333333333,5.06078431372549,255,184,0,3,255,255,0,0,255,191,0,0,255,188,0,1,200,base point,"[48.79747, -12.28848, 109.1951, -7.186666, 89.85333, -221.3833]",2,0,253,1,0
2022-03-03 18:44:18.240756,5.413333333333333,5.06078431372549,255,184,0,3,0,0,0,0,255,191,0,0,255,188,0,1,200,base point,"[48.79782, -12.28848, 109.1951, -7.186666, 89.85389, -221.3833]",2,0,253,1,0
2022-03-03 18:44:18.263161,5.413333333333333,5.066470588235294,255,184,0,3,255,255,0,0,255,192,0,0,255,188,0,1,200,base point,"[48.79782, -12.28848, 109.1951, -7.186666, 89.85389, -221.3833]",2,0,253,1,0
2022-03-03 18:44:18.294619,5.413333333333333,5.066470588235294,255,184,0,3,255,255,0,0,255,192,0,0,255,188,0,1,200,base point,"[48.79782, -12.28848, 109.1951, -7.186666, 89.85389, -221.3833]",2,0,253,1,0
