Time,Right sensor values,Left sensor values,R1,R2,R3,R4,R5,R6,R7,R8,L1,L2,L3,L4,L5,L6,L7,L8,Grip Position,Robot State,Robot joint positions,Total product count,Total good product count,Bad product count,Gripper use number,Screw Tool use number 
2022-03-03 18:45:16.853772,1.802549019607843,0.22745098039215683,9,10,8,8,9,9,6,7,5,6,5,5,3,3,6,7,220,move to gripper tool,"[97.69901, -1.988198, 113.9001, -22.16722, 89.85111, -262.0233]",2,0,253,1,1
2022-03-03 18:45:16.910457,0.27294117647058824,0.23313725490196077,10,9,4,4,16,253,6,7,5,6,6,5,3,3,6,7,220,move to gripper tool,"[97.69901, -1.970733, 113.9375, -22.21945, 89.85111, -262.0233]",2,0,253,1,1
2022-03-03 18:45:16.966630,0.36960784313725487,0.12509803921568627,9,9,8,8,9,9,6,7,5,6,3,2,2,2,1,1,220,move to gripper tool,"[97.69901, -1.951842, 113.971, -22.27389, 89.85111, -262.0233]",2,0,253,1,1
2022-03-03 18:45:17.019846,0.36960784313725487,0.22745098039215683,9,9,8,8,9,9,6,7,5,6,5,5,3,3,6,7,220,move to gripper tool,"[97.69901, -1.92297, 114.0116, -22.34, 89.85166, -262.0239]",2,0,253,1,1
2022-03-03 18:45:17.071312,0.26156862745098036,0.22745098039215683,9,9,4,4,9,9,1,1,5,6,5,5,3,3,6,7,220,move to gripper tool,"[97.69901, -1.906218, 114.0508, -22.4, 89.85166, -262.0239]",2,0,253,1,1
2022-03-03 18:45:17.110904,0.26156862745098036,0.22745098039215683,9,9,3,3,9,9,2,2,5,6,3,2,2,2,1,2,220,move to gripper tool,"[97.69901, -1.892317, 114.0694, -22.43389, 89.85222, -262.0239]",2,0,253,1,1
2022-03-03 18:45:17.172814,1.7911764705882351,0.12509803921568627,9,9,8,8,9,9,6,6,4,4,2,1,3,3,2,3,220,move to gripper tool,"[97.69865, -1.863446, 114.115, -22.49722, 89.85222, -262.0239]",2,0,253,1,1
2022-03-03 18:45:17.222242,0.36960784313725487,0.20470588235294115,9,9,8,8,9,9,6,7,5,5,2,5,3,3,6,7,220,move to gripper tool,"[97.69865, -1.849545, 114.1475, -22.55667, 89.85222, -262.0244]",2,0,253,1,1
2022-03-03 18:45:17.282306,0.6652941176470588,0.22745098039215683,9,8,8,6,9,9,7,2,5,6,3,2,2,2,1,1,220,move to gripper tool,"[97.69901, -1.822099, 114.1877, -22.62444, 89.85278, -262.0244]",2,0,253,1,1
2022-03-03 18:45:17.328331,0.36960784313725487,0.22745098039215683,9,9,8,8,9,9,6,7,5,6,5,5,3,3,6,7,220,move to gripper tool,0,2,0,253,1,1
2022-03-03 18:45:17.385022,0.33549019607843134,0.22745098039215683,9,8,3,3,0,9,2,2,5,6,5,5,3,3,6,7,220,move to gripper tool,"[97.69865, -1.787168, 114.2522, -22.72389, 89.85333, -262.0244]",2,0,253,1,1
2022-03-03 18:45:17.437319,0.25588235294117645,0.22176470588235292,9,8,4,4,9,9,1,1,5,5,5,5,3,3,6,7,220,move to gripper tool,"[97.69865, -1.761861, 114.2925, -22.78222, 89.85333, -262.025]",2,0,253,1,1
2022-03-03 18:45:17.491014,0.3809803921568627,0.13078431372549018,9,8,3,3,9,0,2,2,5,6,3,2,2,2,1,2,220,move to gripper tool,"[97.69865, -1.737624, 114.3328, -22.84833, 89.85333, -262.025]",2,0,253,1,1
2022-03-03 18:45:17.535391,0.35254901960784313,0.22745098039215683,9,9,8,8,9,9,6,6,4,4,2,1,3,3,2,2,220,move to gripper tool,"[97.69901, -1.725148, 114.3524, -22.88445, 89.85333, -262.025]",2,0,253,1,1
2022-03-03 18:45:17.587668,0.2956862745098039,0.22745098039215683,9,9,4,4,9,9,1,7,5,6,5,5,3,3,6,7,220,move to gripper tool,"[97.69865, -1.709465, 114.3863, -22.94056, 89.85333, -262.025]",2,0,253,1,1
2022-03-03 18:45:17.635095,0.25588235294117645,0.14215686274509803,9,9,8,8,16,253,6,7,5,6,5,3,2,2,1,1,220,move to gripper tool,"[97.69865, -1.689861, 114.4173, -22.99944, 89.85445, -262.025]",2,0,253,1,1
2022-03-03 18:45:17.686638,0.36960784313725487,0.13078431372549018,9,9,8,8,9,9,6,7,5,6,3,2,2,2,1,2,220,move to gripper tool,"[97.69865, -1.677386, 114.449, -23.04945, 89.85445, -262.0256]",2,0,253,1,1
2022-03-03 18:45:17.741500,0.25588235294117645,0.20470588235294115,9,8,3,3,9,9,2,2,5,6,5,1,3,3,6,7,220,move to gripper tool,"[97.6983, -1.657782, 114.4825, -23.10278, 89.855, -262.0256]",2,0,253,2,1
2022-03-03 18:45:17.794009,0.3752941176470588,0.13078431372549018,9,9,8,8,9,9,7,7,5,6,3,2,2,2,1,2,220, lock gripper,"[97.6983, -1.644951, 114.4978, -23.12611, 89.85445, -262.0256]",2,0,253,2,1
2022-03-03 18:45:17.840278,0.25588235294117645,0.22176470588235292,9,8,3,3,9,9,2,2,5,6,5,5,3,3,6,6,220, lock gripper,"[97.69759, -1.621426, 114.5142, -23.12722, 89.85445, -262.0211]",2,0,253,2,1
2022-03-03 18:45:17.886487,0.3752941176470588,0.22745098039215683,10,9,8,7,16,253,6,7,5,6,5,5,3,3,6,7,220, lock gripper,"[97.69722, -1.622495, 114.5135, -23.12945, 89.855, -262.0222]",2,0,253,2,1
2022-03-03 18:45:17.934941,0.33549019607843134,0.22745098039215683,9,9,3,8,9,9,5,7,5,6,5,5,3,3,6,7,220, lock gripper,"[97.69722, -1.635683, 114.4982, -23.11167, 89.855, -262.0239]",2,0,253,2,1
2022-03-03 18:45:17.982117,0.26156862745098036,0.13078431372549018,9,8,4,4,9,9,1,2,4,5,2,1,3,3,2,3,220,move to drop location,"[97.69687, -1.650653, 114.4732, -23.07333, 89.855, -262.0244]",2,0,253,2,1
2022-03-03 18:45:18.034106,0.29,0.13078431372549018,9,9,8,8,9,9,7,7,5,6,3,2,2,2,1,2,220,move to drop location,"[97.69722, -1.670257, 114.4419, -23.02111, 89.855, -262.0244]",2,0,253,2,1
2022-03-03 18:45:18.093569,0.25588235294117645,0.22745098039215683,9,8,4,4,9,9,1,1,5,6,5,5,3,3,6,7,220,move to drop location,"[97.69722, -1.68701, 114.4041, -22.96, 89.85389, -262.0244]",2,0,253,2,1
2022-03-03 18:45:18.146121,0.26156862745098036,0.23313725490196077,9,9,4,4,144,0,1,0,5,6,6,5,3,3,6,7,220,move to drop location,"[97.69759, -1.704475, 114.3709, -22.90611, 89.85278, -262.025]",2,0,253,2,1
2022-03-03 18:45:18.201072,0.36960784313725487,0.13078431372549018,9,9,8,8,9,9,6,7,5,6,3,2,2,2,1,2,220,move to drop location,"[97.6983, -1.726218, 114.3399, -22.84945, 89.85222, -262.025]",2,0,253,2,1
2022-03-03 18:45:18.249816,0.3752941176470588,0.12509803921568627,9,9,8,8,9,9,7,7,4,5,2,1,3,3,2,2,220,move to drop location,"[97.69865, -1.746178, 114.3039, -22.795, 89.85166, -262.025]",2,0,253,2,1
2022-03-03 18:45:18.303577,0.25588235294117645,0.22745098039215683,9,8,3,3,9,9,2,2,5,6,5,5,3,3,6,7,220,move to drop location,"[97.69901, -1.774337, 114.2701, -22.74167, 89.85222, -262.025]",2,0,253,2,1
2022-03-03 18:45:18.355359,0.36392156862745095,0.22745098039215683,9,9,8,8,9,9,6,6,5,6,5,5,3,3,6,7,220,move to drop location,"[97.69901, -1.797148, 114.2319, -22.68945, 89.85222, -262.025]",2,0,253,2,1
2022-03-03 18:45:18.413479,0.3184313725490196,0.22745098039215683,9,8,3,3,0,0,2,2,5,6,5,5,3,3,6,7,220,move to drop location,"[97.69865, -1.846337, 114.187, -22.61611, 89.85222, -262.0289]",2,0,253,2,1
2022-03-03 18:45:18.465187,0.34117647058823525,0.12509803921568627,9,9,8,8,9,9,6,2,4,4,2,1,3,3,2,3,220,move to drop location,"[97.69901, -1.849545, 114.1592, -22.56222, 89.85222, -262.0256]",2,0,253,2,1
2022-03-03 18:45:18.514305,0.3752941176470588,0.2103921568627451,9,9,3,3,0,77,6,7,5,6,3,5,3,3,5,7,220,move to drop location,"[97.6983, -1.864515, 114.1218, -22.50778, 89.85166, -262.0244]",2,0,253,2,1
2022-03-03 18:45:18.569905,0.25019607843137254,0.22745098039215683,9,8,4,4,9,9,1,0,5,6,5,5,3,3,6,7,220,move to drop location,"[97.6983, -1.889822, 114.0858, -22.44667, 89.85166, -262.0239]",2,0,253,2,1
2022-03-03 18:45:18.632547,1.796862745098039,0.12509803921568627,9,9,8,8,9,9,6,7,4,5,2,1,3,3,2,2,220,move to drop location,"[97.69865, -1.913703, 114.0444, -22.39278, 89.85166, -262.0239]",2,0,253,2,1
2022-03-03 18:45:18.690145,0.36960784313725487,0.22745098039215683,9,9,8,8,9,9,6,7,5,6,5,5,3,3,6,7,220,move to drop location,"[97.6983, -1.931168, 114.001, -22.325, 89.85166, -262.0233]",2,0,253,2,1
2022-03-03 18:45:18.741225,1.1827450980392156,0.23313725490196077,9,8,4,4,9,9,1,1,5,6,5,5,3,3,6,7,220,move to drop location,"[97.69865, -1.958614, 113.9678, -22.26889, 89.85111, -262.0233]",2,0,253,2,1
2022-03-03 18:45:18.792654,0.3752941176470588,0.22745098039215683,9,9,9,8,9,9,6,7,5,6,5,5,3,3,6,7,220,move to drop location,"[97.69865, -1.976792, 113.9297, -22.21722, 89.85111, -262.0233]",2,0,253,2,1
2022-03-03 18:45:18.850898,0.36960784313725487,0.18196078431372548,9,9,4,4,16,0,0,0,5,6,3,2,2,2,1,2,220,move to drop location,"[97.69865, -1.991406, 113.8965, -22.16, 89.85056, -262.0228]",2,0,253,2,1
2022-03-03 18:45:18.897384,0.5913725490196078,0.22745098039215683,9,8,3,3,9,9,2,2,5,6,5,5,3,3,6,7,220,move to drop location,"[97.69865, -2.017069, 113.8626, -22.11055, 89.85056, -262.0228]",2,0,253,2,1
2022-03-03 18:45:18.944619,0.3752941176470588,0.22745098039215683,9,10,8,8,9,9,6,7,5,6,5,5,3,3,6,7,220,move to drop location,"[97.69865, -2.032396, 113.8256, -22.05445, 89.85056, -262.0228]",2,0,253,2,1
2022-03-03 18:45:18.989496,0.25588235294117645,0.14215686274509803,9,8,3,3,0,253,2,2,4,5,2,1,3,3,2,2,220,move to drop location,"[97.69865, -2.049861, 113.8017, -22.01, 89.85056, -262.0228]",2,0,253,2,1
2022-03-03 18:45:19.044638,0.3013725490196078,0.22745098039215683,10,9,4,4,10,10,0,0,5,6,5,5,3,3,6,7,220,move to drop location,"[97.69865, -2.071604, 113.7628, -21.95278, 89.85, -262.0228]",2,0,253,2,1
2022-03-03 18:45:19.093817,0.36960784313725487,0.22745098039215683,9,9,8,8,9,9,6,7,5,6,5,5,3,3,6,7,220,move to drop location,"[97.69865, -2.09299, 113.7318, -21.89556, 89.85, -262.0228]",2,0,253,2,1
2022-03-03 18:45:19.158155,0.25588235294117645,0.13647058823529412,9,9,4,4,9,9,0,1,4,5,2,2,3,3,2,2,220,move to drop location,"[97.69865, -2.114376, 113.6859, -21.83278, 89.85, -262.0222]",2,0,253,2,1
2022-03-03 18:45:19.208353,0.36960784313725487,0.13647058823529412,9,9,8,8,9,9,6,7,5,6,3,2,2,2,2,2,220,move to drop location,"[97.69865, -2.139327, 113.6413, -21.76722, 89.84944, -262.0222]",2,0,253,2,1
2022-03-03 18:45:19.263525,0.3752941176470588,0.22745098039215683,9,9,8,8,9,9,7,7,5,6,5,5,3,3,3,7,220,move to drop location,"[97.69865, -2.155366, 113.6178, -21.72055, 89.84944, -262.0222]",2,0,253,2,1
2022-03-03 18:45:19.329126,0.36960784313725487,0.22745098039215683,9,9,8,8,9,9,6,7,5,6,5,5,3,3,6,7,220,move to drop location,"[97.69865, -2.17996, 113.5665, -21.64778, 89.84889, -262.0217]",2,0,253,2,1
2022-03-03 18:45:19.376366,0.25588235294117645,0.22745098039215683,9,8,3,3,9,9,2,2,5,6,6,5,3,2,6,7,220,move to drop location,"[97.69865, -2.196357, 113.5344, -21.59333, 89.84889, -262.0217]",2,0,253,2,1
2022-03-03 18:45:19.431057,0.25588235294117645,0.1592156862745098,9,9,8,8,16,253,6,7,4,5,2,1,3,3,6,4,220,move to drop location,"[97.69865, -2.218456, 113.4966, -21.53389, 89.84889, -262.0217]",2,0,253,2,1
2022-03-03 18:45:19.483458,1.802549019607843,0.13078431372549018,9,9,8,8,9,9,7,7,4,4,2,1,3,3,2,2,220,move to drop location,"[97.69865, -2.232713, 113.4627, -21.49111, 89.84834, -262.0217]",2,0,253,2,1
2022-03-03 18:45:19.531977,0.36960784313725487,0.15352941176470586,9,9,8,8,9,9,6,7,5,6,3,5,2,3,1,2,220,move to drop location,"[97.69865, -2.25802, 113.4342, -21.43111, 89.84834, -262.0217]",2,0,253,2,1
2022-03-03 18:45:19.592562,1.808235294117647,0.22745098039215683,10,9,8,8,10,10,7,7,5,6,5,5,3,3,6,7,220,move to drop location,"[97.69901, -2.279762, 113.3879, -21.365, 89.84834, -262.0211]",2,0,253,2,1
2022-03-03 18:45:19.644919,0.38666666666666666,0.23313725490196077,10,9,8,8,10,10,6,7,5,6,6,5,3,3,6,7,220,move to drop location,"[97.69901, -2.295089, 113.349, -21.30833, 89.84834, -262.0211]",2,0,253,2,1
2022-03-03 18:45:19.703504,1.4158823529411764,0.13078431372549018,9,8,4,4,9,9,1,2,5,6,3,2,2,2,1,2,220,move to drop location,"[97.69901, -2.321465, 113.3169, -21.25611, 89.84778, -262.0211]",2,0,253,2,1
2022-03-03 18:45:19.750295,0.38666666666666666,0.23313725490196077,10,9,8,8,10,10,6,7,5,6,6,5,3,3,6,7,220,move to drop location,"[97.69901, -2.337148, 113.2745, -21.20222, 89.84778, -262.0205]",2,0,253,2,1
2022-03-03 18:45:19.808034,0.25588235294117645,0.13078431372549018,9,9,8,4,16,253,6,2,5,6,3,2,2,2,1,2,220,move to drop location,"[97.69901, -2.349624, 113.2485, -21.15445, 89.84778, -262.0205]",2,0,253,2,1
2022-03-03 18:45:19.854655,1.7911764705882351,0.22745098039215683,9,9,8,8,9,9,6,6,5,6,5,5,3,3,6,7,220,move to drop location,"[97.69901, -2.358178, 113.2382, -21.14333, 89.84778, -262.0205]",2,0,253,2,1
2022-03-03 18:45:19.909624,0.36960784313725487,0.13647058823529412,9,9,8,8,16,165,1,2,5,6,3,2,2,2,2,2,220,move to drop location,"[97.69901, -2.358891, 113.2357, -21.13445, 89.84722, -262.0028]",2,0,253,2,1
2022-03-03 18:45:19.956392,0.36392156862745095,0.12509803921568627,9,8,8,8,9,9,6,7,4,5,2,1,3,3,2,2,220,move to drop location,"[97.69901, -2.391327, 113.1822, -21.04445, 89.84722, -261.8189]",2,0,253,2,1
2022-03-03 18:45:20.011672,0.26156862745098036,0.11941176470588234,9,8,4,4,9,9,1,2,4,4,2,1,3,3,2,2,220,move to drop location,"[97.69937, -2.538535, 112.9138, -20.63445, 89.84778, -260.9889]",2,0,253,2,1
2022-03-03 18:45:20.069314,0.3809803921568627,0.13078431372549018,9,10,8,8,9,9,7,7,4,4,2,1,3,3,2,2,220,move to drop location,"[97.70008, -2.845426, 112.3335, -19.73167, 89.84722, -259.1472]",2,0,253,2,1
2022-03-03 18:45:20.124184,0.36960784313725487,0.1876470588235294,10,9,8,8,16,77,7,7,5,6,5,5,3,3,1,5,220,move to drop location,"[97.70044, -3.279208, 111.4047, -18.34833, 89.84666, -256.2939]",2,0,253,2,1
2022-03-03 18:45:20.184588,0.26156862745098036,0.22745098039215683,9,8,4,4,9,9,1,2,5,6,5,5,3,3,6,7,220,move to drop location,"[97.70258, -3.891208, 109.9508, -16.28555, 89.845, -251.9956]",2,0,253,2,1
2022-03-03 18:45:20.234836,0.38666666666666666,0.13078431372549018,9,9,8,8,9,9,7,7,5,6,3,2,2,2,1,2,220,move to drop location,"[97.70471, -4.595525, 107.9761, -13.65, 89.84444, -246.4472]",2,0,253,2,1
2022-03-03 18:45:20.281156,0.36960784313725487,0.12509803921568627,9,9,8,8,9,9,6,7,5,6,3,2,2,2,1,2,220,move to drop location,"[97.7065, -5.241386, 105.6215, -10.67333, 89.84334, -240.1028]",2,0,253,2,1
2022-03-03 18:45:20.343199,0.36960784313725487,0.22745098039215683,9,9,8,8,9,9,6,7,5,6,5,5,3,3,6,7,220,move to drop location,"[97.7097, -5.781386, 102.8802, -7.405556, 89.84278, -233.0517]",2,0,253,2,1
2022-03-03 18:45:20.391121,1.370392156862745,0.23313725490196077,10,10,8,8,10,10,6,7,5,6,6,5,3,3,6,7,220,move to drop location,"[97.71291, -6.144594, 99.88361, -4.058333, 89.84222, -225.7206]",2,0,253,2,1
2022-03-03 18:45:20.456952,0.3752941176470588,0.22745098039215683,9,9,8,8,16,253,6,7,5,6,3,2,2,2,1,2,220,move to drop location,"[97.71683, -6.321386, 96.23585, -0.2272222, 89.84, -217.2489]",2,0,253,2,1
2022-03-03 18:45:20.508456,0.25588235294117645,0.12509803921568627,9,8,3,3,9,9,2,2,4,5,2,1,3,3,2,2,220,move to drop location,"[97.72147, -6.267564, 92.37386, 3.574444, 89.83778, -208.7872]",2,0,253,2,1
2022-03-03 18:45:20.560859,0.26156862745098036,0.22745098039215683,9,8,4,4,9,9,1,2,5,6,5,5,3,3,6,7,220,move to drop location,"[97.7261, -6.029465, 88.90253, 6.791111, 89.83556, -201.5978]",2,0,253,2,1
2022-03-03 18:45:20.614285,1.802549019607843,0.22745098039215683,10,9,8,8,10,10,6,7,5,6,5,5,3,3,6,7,220,move to drop location,"[97.73002, -5.686574, 85.84788, 9.492223, 89.83278, -195.5517]",2,0,253,2,1
2022-03-03 18:45:20.675122,0.3468627450980392,0.22745098039215683,9,8,3,3,0,0,2,2,5,6,5,5,3,3,6,7,220,move to drop location,"[97.73537, -5.076713, 81.77953, 12.94389, 89.83, -187.9061]",2,0,253,2,1
2022-03-03 18:45:20.737713,0.36960784313725487,0.22745098039215683,9,9,8,8,9,9,6,7,5,6,5,5,3,3,6,7,220,move to drop location,"[97.73964, -4.420158, 78.24297, 15.80667, 89.82611, -181.6006]",2,0,253,2,1
2022-03-03 18:45:20.794276,0.796078431372549,0.12509803921568627,9,9,8,8,9,9,6,7,4,5,3,1,3,3,2,2,220,move to drop location,"[97.74321, -3.851287, 75.54868, 17.92, 89.82333, -177]",2,0,253,2,1
2022-03-03 18:45:20.842745,0.38666666666666666,0.22745098039215683,10,9,8,8,10,10,6,7,5,6,5,5,3,3,6,7,220,move to drop location,"[97.74463, -3.551525, 74.26087, 18.925, 89.82222, -174.8406]",2,0,253,2,1
2022-03-03 18:45:20.892652,0.25588235294117645,0.22745098039215683,9,8,3,3,9,9,2,2,5,6,5,5,3,3,6,7,220,move to drop location,"[97.74606, -3.327683, 73.33485, 19.65, 89.82111, -173.2867]",2,0,253,2,1
2022-03-03 18:45:20.935798,0.36960784313725487,0.13078431372549018,9,9,8,8,9,9,6,7,5,6,3,2,2,2,1,2,220,move to drop location,"[97.74641, -3.238574, 72.96166, 19.94333, 89.82056, -172.6611]",2,0,253,2,1
2022-03-03 18:45:20.996871,0.26156862745098036,0.11941176470588234,9,9,3,3,9,9,2,2,5,6,3,2,2,2,1,2,220,move to drop location,"[97.74641, -3.200079, 72.7888, 20.07833, 89.82056, -172.3717]",2,0,253,2,1
2022-03-03 18:45:21.052376,1.592156862745098,0.12509803921568627,9,8,3,3,9,9,2,2,4,5,2,1,3,3,2,2,220,move to drop location,"[97.7457, -3.194376, 72.77203, 20.09111, 89.82056, -172.3517]",2,0,253,2,1
2022-03-03 18:45:21.107555,0.3809803921568627,0.22745098039215683,10,9,8,8,10,10,6,6,5,6,5,5,3,3,6,7,220,move to drop location,"[97.65802, -3.18404, 72.75921, 20.08833, 89.82056, -172.4411]",2,0,253,2,1
2022-03-03 18:45:21.159120,0.25588235294117645,0.17058823529411762,9,8,3,3,0,242,2,2,4,5,5,1,3,3,6,3,220,move to drop location,"[97.21497, -3.113466, 72.6922, 20.08389, 89.82111, -172.8772]",2,0,253,2,1
2022-03-03 18:45:21.217059,0.38666666666666666,0.22745098039215683,10,9,8,8,10,10,6,7,5,6,5,5,3,3,6,7,220,move to drop location,"[96.38055, -2.973742, 72.55675, 20.07722, 89.82111, -173.6978]",2,0,253,2,1
2022-03-03 18:45:21.271062,0.3241176470588235,0.22745098039215683,9,9,3,8,9,9,6,6,5,6,5,5,3,3,6,7,220,move to drop location,"[94.91917, -2.702139, 72.29263, 20.065, 89.82166, -175.205]",2,0,253,2,1
2022-03-03 18:45:21.328185,0.25588235294117645,0.11941176470588234,9,8,4,4,9,10,1,1,4,4,2,1,3,3,2,2,220,move to drop location,"[92.6255, -2.199208, 71.81287, 20.05, 89.82166, -177.5028]",2,0,253,2,1
2022-03-03 18:45:21.382427,0.15352941176470586,0.22745098039215683,9,8,3,3,9,9,2,2,5,6,5,5,3,3,6,7,220,move to drop location,"[88.90289, -1.164832, 70.80095, 20.03278, 89.82056, -181.2056]",2,0,253,2,1
2022-03-03 18:45:21.437724,0.23882352941176468,0.22745098039215683,8,8,4,4,8,8,1,1,5,6,5,5,3,3,6,7,220,move to drop location,"[85.21948, 0.1347327, 69.50103, 20.03055, 89.82, -184.8678]",2,0,253,2,1
2022-03-03 18:45:21.492069,1.7570588235294116,0.22745098039215683,9,9,8,8,9,9,6,7,4,5,5,2,3,3,6,7,220,move to drop location,"[80.61932, 2.196357, 67.38238, 20.10056, 89.81889, -189.4567]",2,0,253,2,1
2022-03-03 18:45:21.550130,0.36960784313725487,0.13078431372549018,9,9,8,8,9,9,6,6,4,4,2,1,3,3,2,2,220,move to drop location,"[76.66147, 4.393782, 65.03061, 20.26111, 89.81834, -193.3939]",2,0,253,2,1
2022-03-03 18:45:21.609082,1.6888235294117646,0.22745098039215683,9,9,4,4,9,9,0,2,5,6,5,5,3,3,6,7,220,move to drop location,"[72.5735, 7.164712, 61.94673, 20.59389, 89.81611, -197.4728]",2,0,253,2,1
2022-03-03 18:45:21.666304,0.3752941176470588,0.22745098039215683,9,9,8,8,16,253,7,7,5,6,5,5,3,3,6,7,220,move to drop location,"[69.59656, 9.550337, 59.16439, 20.99611, 89.81445, -200.4611]",2,0,253,2,1
2022-03-03 18:45:21.722353,0.3752941176470588,0.13078431372549018,9,9,8,8,9,9,7,7,5,6,3,2,2,2,1,2,220,move to drop location,"[66.96392, 11.97446, 56.22273, 21.51667, 89.81334, -203.0967]",2,0,253,2,1
2022-03-03 18:45:21.774196,0.25588235294117645,0.13078431372549018,9,9,8,8,16,253,7,2,5,6,5,5,3,3,6,7,220,move to drop location,"[65.46297, 13.51497, 54.29763, 21.90445, 89.81278, -204.6089]",2,0,253,2,1
2022-03-03 18:45:21.828876,0.4094117647058823,0.23313725490196077,9,9,8,8,9,9,6,7,5,6,6,5,3,3,6,7,220,move to drop location,"[64.55905, 14.50657, 53.02194, 22.185, 89.81278, -205.5378]",2,0,253,2,1
2022-03-03 18:45:21.890684,0.25588235294117645,0.22745098039215683,9,8,3,3,9,9,2,2,5,6,5,5,3,3,6,7,220,move to drop location,"[64.06039, 15.07224, 52.27307, 22.35667, 89.81278, -206.0578]",2,0,253,2,1
2022-03-03 18:45:21.941050,0.3809803921568627,0.13078431372549018,10,9,8,8,10,10,6,6,4,5,2,1,3,3,2,3,220,move to drop location,"[63.90962, 15.2362, 52.05671, 22.41333, 89.81278, -206.2072]",2,0,253,2,1
2022-03-03 18:45:21.994866,0.36960784313725487,0.11941176470588234,9,9,8,8,9,9,6,7,4,4,2,1,3,3,2,2,220,move to drop location,"[63.88218, 15.26044, 52.02677, 22.42, 89.81222, -206.2333]",2,0,253,2,1
2022-03-03 18:45:22.049937,0.5913725490196078,0.22745098039215683,9,8,3,3,9,9,2,2,5,6,5,5,3,3,6,7,220,move to drop location,"[63.88111, 15.26044, 52.02392, 22.41945, 89.81222, -206.2333]",2,0,253,2,1
2022-03-03 18:45:22.100592,0.25588235294117645,0.22745098039215683,9,8,4,4,9,9,1,1,5,6,5,5,3,3,6,7,220,move to drop location,"[63.87826, 15.26044, 52.02357, 22.41833, 89.81222, -206.2322]",2,0,253,2,1
2022-03-03 18:45:22.153488,0.07392156862745097,0.005686274509803921,4,1,0,0,4,4,0,0,0,0,0,1,0,0,0,0,220,move to drop location,"[63.87754, 15.26079, 52.02357, 22.41833, 89.81222, -206.2311]",2,0,253,2,1
2022-03-03 18:45:22.210476,0.07392156862745097,0.005686274509803921,3,1,0,2,3,3,0,1,0,0,0,0,0,0,0,1,220,move to drop location,"[63.87719, 15.26079, 52.02285, 22.41833, 89.81222, -206.2311]",2,0,253,2,1
2022-03-03 18:45:22.258735,0.11941176470588234,0.017058823529411765,4,1,1,4,4,4,0,2,0,0,0,1,0,0,0,2,220,move to drop location,"[63.87683, 15.26115, 52.02321, 22.41833, 89.81222, -206.2311]",2,0,253,2,1
2022-03-03 18:45:22.305724,0.05686274509803921,0.017058823529411765,3,1,1,3,0,0,0,2,0,0,0,1,0,0,0,2,220,move to drop location,"[63.87683, 15.26079, 52.02285, 22.41833, 89.81222, -206.2311]",2,0,253,2,1
2022-03-03 18:45:22.354932,0.09098039215686274,0.017058823529411765,3,1,1,3,3,3,0,2,0,0,0,1,0,0,0,2,220,move to drop location,"[63.87683, 15.26079, 52.02285, 22.41833, 89.81222, -206.2311]",2,0,253,2,1
2022-03-03 18:45:22.406221,0.07392156862745097,0.017058823529411765,3,1,1,3,0,0,0,2,0,0,0,1,0,0,0,2,220,move to drop location,"[63.87683, 15.26115, 52.02285, 22.41833, 89.81222, -206.2311]",2,0,253,2,1
2022-03-03 18:45:22.459190,0.09098039215686274,0.017058823529411765,3,1,1,3,3,3,0,2,0,0,0,1,0,0,0,2,220,move to drop location,"[63.87647, 15.26079, 52.02285, 22.41833, 89.81222, -206.2311]",2,0,253,2,1
2022-03-03 18:45:22.517623,1.586470588235294,0.017058823529411765,3,1,1,3,3,3,0,2,0,0,0,1,0,0,0,2,220,move to drop location,"[63.87647, 15.26115, 52.02285, 22.41833, 89.81222, -206.2311]",2,0,253,2,1
2022-03-03 18:45:22.565857,0.09098039215686274,0.017058823529411765,3,0,1,4,3,3,0,2,0,0,0,1,0,0,0,2,220,move to drop location,"[63.87647, 15.26115, 52.02285, 22.41833, 89.81222, -206.2311]",2,0,253,2,1
2022-03-03 18:45:22.608941,0.09098039215686274,0.017058823529411765,3,0,1,4,3,3,0,2,0,0,0,1,0,0,0,2,0,move to drop location,"[63.87647, 15.26115, 52.02285, 22.41833, 89.81222, -206.2311]",2,0,253,2,1
2022-03-03 18:45:22.654890,0.49470588235294116,0.017058823529411765,3,0,1,4,3,3,0,2,0,0,0,1,0,0,0,2,0,pick up object,"[63.87647, 15.26115, 52.02285, 22.41833, 89.81222, -206.2311]",2,0,253,2,1
2022-03-03 18:45:22.710091,0.09098039215686274,0.017058823529411765,3,0,1,4,0,253,0,2,0,0,0,0,0,0,0,2,0,pick up object,"[63.87612, 15.26044, 52.02428, 22.41778, 89.81222, -206.2317]",2,0,253,2,1
2022-03-03 18:45:22.766121,0.09098039215686274,0.011372549019607842,3,0,1,4,3,3,0,2,0,0,0,0,0,0,0,2,200,pick up object,"[63.87255, 15.25616, 52.03319, 22.415, 89.81222, -206.2344]",2,0,253,2,1
2022-03-03 18:45:22.825148,0.09098039215686274,0.011372549019607842,3,0,1,4,3,3,0,2,0,0,0,0,0,0,0,2,200,pick up object,"[63.86293, 15.23548, 52.06384, 22.40722, 89.81222, -206.2433]",2,0,253,2,1
2022-03-03 18:45:22.877792,1.4841176470588233,0.011372549019607842,3,0,0,4,3,3,0,1,0,0,0,0,0,0,0,2,200,pick up object,"[63.85295, 15.20162, 52.10376, 22.39722, 89.81222, -206.2533]",2,0,253,2,1
